,Product ID,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Air temperature [C],Process temperature [C]
5941,L53121,L,1438.0,48.5,78.0,1,27.600000000000023,37.69999999999999
5942,L53122,L,1450.0,43.4,80.0,0,27.69999999999999,37.69999999999999
5943,,L,1541.0,41.3,,0,27.69999999999999,37.69999999999999
5944,,M,1484.0,38.0,84.0,0,27.69999999999999,37.60000000000002
5945,M20805,M,1415.0,44.5,87.0,0,27.80000000000001,37.80000000000001
5946,L53126,L,1496.0,46.4,90.0,0,27.69999999999999,37.80000000000001
5947,M20807,M,1465.0,45.2,92.0,0,27.69999999999999,37.80000000000001
5948,L53128,L,2113.0,18.5,95.0,0,27.69999999999999,37.80000000000001
5949,M20809,M,1506.0,44.0,97.0,0,27.69999999999999,37.80000000000001
5950,L53130,L,1689.0,28.9,100.0,0,27.69999999999999,37.80000000000001
5951,L53131,L,1650.0,29.4,102.0,0,27.69999999999999,37.89999999999998
5952,L53132,L,1563.0,33.8,104.0,0,27.69999999999999,37.80000000000001
5953,M20813,M,1486.0,38.9,106.0,0,27.69999999999999,37.89999999999998
5954,L53134,L,1732.0,25.7,109.0,0,27.80000000000001,37.89999999999998
5955,L53135,L,1653.0,31.6,111.0,0,27.69999999999999,37.80000000000001
5956,L53136,L,1535.0,37.1,113.0,0,27.69999999999999,37.89999999999998
5957,L53137,L,1637.0,37.2,,0,27.69999999999999,37.89999999999998
5958,L53138,L,1533.0,38.5,117.0,0,27.600000000000023,37.80000000000001
5959,L53139,L,1378.0,51.2,119.0,0,27.600000000000023,37.80000000000001
5960,L53140,L,,33.5,121.0,0,27.5,37.69999999999999
5961,L53141,L,1539.0,32.3,123.0,0,27.30000000000001,37.69999999999999
5962,L53142,L,1728.0,26.3,125.0,0,27.5,37.80000000000001
5963,H35377,H,1656.0,36.3,127.0,0,27.399999999999977,37.69999999999999
5964,H35378,H,1631.0,30.5,132.0,0,27.5,
5965,H35379,H,1447.0,46.5,137.0,0,27.5,37.89999999999998
5966,L53146,L,1396.0,49.3,142.0,0,27.399999999999977,37.80000000000001
5967,L53147,L,1390.0,52.5,144.0,0,27.399999999999977,37.80000000000001
5968,L53148,L,1348.0,56.0,146.0,0,27.399999999999977,37.80000000000001
5969,M20829,M,1491.0,35.9,148.0,0,27.399999999999977,
5970,L53150,L,1520.0,37.6,151.0,0,27.399999999999977,37.80000000000001
5971,L53151,L,1509.0,33.0,153.0,0,27.5,37.80000000000001
5972,L53152,L,1445.0,46.6,155.0,0,27.5,37.80000000000001
5973,L53153,L,1354.0,51.8,157.0,0,27.5,37.80000000000001
5974,L53154,L,1488.0,39.4,159.0,0,27.5,37.69999999999999
5975,H35389,H,1654.0,28.6,161.0,0,27.5,37.69999999999999
5976,H35390,H,1378.0,51.5,166.0,0,27.5,37.60000000000002
5977,L53157,L,1750.0,30.6,171.0,0,27.600000000000023,37.69999999999999
5978,L53158,L,1448.0,46.3,173.0,0,27.5,37.60000000000002
5979,H35393,H,1501.0,45.3,175.0,0,27.600000000000023,37.69999999999999
5980,M20840,M,1654.0,32.0,180.0,0,27.600000000000023,37.69999999999999
5981,M20841,M,1347.0,46.5,183.0,0,27.69999999999999,37.69999999999999
5982,L53162,L,1486.0,37.1,186.0,0,27.69999999999999,37.80000000000001
5983,H35397,H,1466.0,45.2,188.0,0,27.80000000000001,37.80000000000001
5984,H35398,H,1346.0,52.0,193.0,0,27.69999999999999,37.80000000000001
5985,L53165,L,1314.0,42.4,198.0,0,27.69999999999999,37.69999999999999
5986,L53166,L,1440.0,52.5,200.0,0,27.600000000000023,37.69999999999999
5987,L53167,L,1608.0,39.5,202.0,0,27.69999999999999,37.80000000000001
5988,H35402,H,1296.0,58.2,204.0,0,27.69999999999999,37.80000000000001
5989,L53169,L,1507.0,46.1,209.0,0,27.69999999999999,37.69999999999999
5990,M20850,M,1343.0,51.6,211.0,0,27.69999999999999,37.69999999999999
5991,L53171,L,1416.0,40.4,214.0,0,27.69999999999999,37.69999999999999
5992,L53172,L,1288.0,47.2,216.0,0,27.69999999999999,37.60000000000002
5993,M20853,M,1407.0,42.4,218.0,0,27.69999999999999,37.60000000000002
5994,L53174,L,1608.0,39.2,221.0,0,27.600000000000023,37.39999999999998
5995,L53175,L,1920.0,22.3,223.0,0,27.600000000000023,37.30000000000001
5996,M20856,M,1386.0,48.2,225.0,0,27.5,37.19999999999999
5997,,M,1571.0,34.6,228.0,0,27.5,37.19999999999999
5998,M20858,M,1613.0,36.9,231.0,0,27.399999999999977,37.19999999999999
5999,M20859,M,1671.0,30.5,234.0,1,27.399999999999977,37.19999999999999
6000,H35414,H,1431.0,43.2,0.0,0,27.399999999999977,37.19999999999999
6001,M20861,M,1380.0,47.3,5.0,0,27.399999999999977,37.19999999999999
6002,L53182,L,1683.0,31.5,8.0,0,27.5,37.30000000000001
6003,L53183,L,1529.0,36.2,10.0,0,27.399999999999977,37.19999999999999
6004,L53184,L,1761.0,26.5,12.0,0,27.5,37.39999999999998
6005,L53185,L,1570.0,38.3,14.0,0,27.600000000000023,37.5
6006,M20866,M,2156.0,18.0,16.0,0,27.600000000000023,37.5
6007,M20867,M,1349.0,54.5,19.0,0,27.69999999999999,37.60000000000002
6008,L53188,L,1431.0,39.3,22.0,0,27.69999999999999,37.69999999999999
6009,L53189,L,1931.0,22.0,24.0,0,27.600000000000023,37.60000000000002
6010,H35424,H,1428.0,43.4,26.0,0,27.69999999999999,37.69999999999999
6011,L53191,L,1564.0,36.2,31.0,0,27.80000000000001,37.80000000000001
6012,H35426,H,1425.0,44.0,33.0,0,27.80000000000001,37.89999999999998
6013,L53193,L,1597.0,30.5,,0,27.69999999999999,37.80000000000001
6014,H35428,H,1618.0,32.8,40.0,0,27.80000000000001,37.80000000000001
6015,M20875,M,1520.0,38.0,45.0,0,27.80000000000001,37.80000000000001
6016,L53196,L,1425.0,45.3,48.0,0,27.69999999999999,37.69999999999999
6017,L53197,L,1398.0,38.2,50.0,0,27.80000000000001,37.89999999999998
6018,M20878,M,1557.0,31.6,52.0,0,27.80000000000001,37.89999999999998
6019,L53199,L,1519.0,43.9,55.0,0,27.69999999999999,37.80000000000001
6020,L53200,L,1619.0,34.9,57.0,0,27.69999999999999,37.80000000000001
6021,L53201,L,,21.4,59.0,0,27.69999999999999,37.80000000000001
6022,L53202,L,1521.0,39.4,61.0,0,27.69999999999999,37.89999999999998
6023,M20883,M,1369.0,51.2,,0,27.69999999999999,37.89999999999998
6024,L53204,L,1356.0,65.3,66.0,1,27.69999999999999,37.89999999999998
6025,L53205,L,1336.0,53.3,68.0,0,27.69999999999999,38.0
6026,L53206,L,1403.0,48.3,70.0,0,27.69999999999999,38.0
6027,M20887,M,1413.0,44.3,72.0,0,27.69999999999999,38.0
6028,L53208,L,1472.0,47.6,,0,27.600000000000023,37.89999999999998
6029,M20889,M,1452.0,47.9,77.0,0,27.69999999999999,37.80000000000001
6030,L53210,L,1397.0,53.7,80.0,0,27.600000000000023,37.69999999999999
6031,L53211,L,1455.0,40.6,82.0,0,27.600000000000023,37.69999999999999
6032,L53212,L,1754.0,27.7,84.0,0,27.69999999999999,37.80000000000001
6033,L53213,L,1471.0,37.9,,0,27.600000000000023,37.89999999999998
6034,M20894,M,1389.0,48.1,,0,27.600000000000023,37.80000000000001
6035,M20895,M,1702.0,30.3,91.0,0,27.600000000000023,37.89999999999998
6036,M20896,M,,54.6,94.0,0,27.600000000000023,38.0
6037,L53217,L,1426.0,46.2,97.0,0,27.69999999999999,38.10000000000002
6038,L53218,L,1496.0,38.3,99.0,0,27.69999999999999,38.0
6039,L53219,L,1433.0,42.6,101.0,0,27.600000000000023,37.89999999999998
6040,M20900,M,1438.0,46.6,103.0,0,27.69999999999999,38.10000000000002
6041,M20901,M,1418.0,49.3,106.0,0,27.69999999999999,38.0
6042,M20902,M,1580.0,36.6,109.0,0,27.80000000000001,38.0
6043,M20903,M,1468.0,41.8,112.0,0,27.69999999999999,37.89999999999998
6044,M20904,M,1522.0,41.7,115.0,0,27.80000000000001,37.89999999999998
6045,L53225,L,,55.8,118.0,0,27.80000000000001,37.89999999999998
6046,L53226,L,1316.0,56.5,,0,27.899999999999977,38.0
6047,H35461,H,1853.0,23.6,122.0,0,27.899999999999977,38.0
6048,M20908,M,1556.0,38.8,127.0,0,27.899999999999977,38.0
6049,M20909,M,1567.0,34.3,130.0,0,27.899999999999977,38.0
6050,M20910,M,1546.0,37.7,133.0,0,27.899999999999977,38.10000000000002
6051,L53231,L,1382.0,51.2,136.0,0,27.899999999999977,38.0
6052,L53232,L,2003.0,20.2,138.0,0,27.899999999999977,38.0
6053,L53233,L,1748.0,29.9,,0,27.80000000000001,37.89999999999998
6054,H35468,H,1518.0,40.1,142.0,0,27.69999999999999,37.80000000000001
6055,L53235,L,1475.0,42.0,147.0,0,27.69999999999999,37.80000000000001
6056,L53236,L,1634.0,29.2,149.0,0,27.80000000000001,37.80000000000001
6057,L53237,L,1689.0,32.9,151.0,0,27.80000000000001,37.80000000000001
6058,M20918,M,1636.0,35.3,153.0,0,27.899999999999977,37.89999999999998
6059,L53239,L,2235.0,15.8,156.0,0,27.899999999999977,38.0
6060,L53240,L,1615.0,35.6,158.0,0,28.0,38.10000000000002
6061,H35475,H,1618.0,29.5,160.0,0,28.100000000000023,38.10000000000002
6062,M20922,M,1407.0,53.0,165.0,0,28.100000000000023,38.19999999999999
6063,L53243,L,1450.0,43.3,168.0,0,28.100000000000023,38.10000000000002
6064,L53244,L,1889.0,23.8,170.0,0,28.100000000000023,38.10000000000002
6065,L53245,L,1568.0,38.2,172.0,0,28.0,37.89999999999998
6066,L53246,L,1804.0,25.8,174.0,0,28.0,38.0
6067,L53247,L,1582.0,37.5,,0,28.0,38.0
6068,M20928,M,2047.0,17.9,178.0,0,28.0,37.89999999999998
6069,L53249,L,1601.0,34.0,181.0,0,27.899999999999977,37.89999999999998
6070,L53250,L,1615.0,32.0,183.0,0,27.899999999999977,37.89999999999998
6071,M20931,M,1452.0,43.6,,0,27.899999999999977,37.80000000000001
6072,M20932,M,1695.0,30.2,188.0,0,27.899999999999977,
6073,M20933,M,1790.0,26.2,191.0,0,27.899999999999977,37.80000000000001
6074,M20934,M,1533.0,39.3,194.0,0,28.0,37.80000000000001
6075,L53255,L,1813.0,28.5,197.0,0,28.0,37.89999999999998
6076,L53256,L,1492.0,36.7,,0,28.0,37.89999999999998
6077,L53257,L,1479.0,43.3,201.0,0,27.899999999999977,37.69999999999999
6078,L53258,L,,59.1,203.0,1,27.80000000000001,37.69999999999999
6079,M20939,M,1371.0,44.7,205.0,0,27.80000000000001,37.69999999999999
6080,L53260,L,1468.0,36.2,,0,27.899999999999977,37.69999999999999
6081,L53261,L,1517.0,41.7,210.0,0,27.899999999999977,37.69999999999999
6082,L53262,L,1352.0,46.4,212.0,0,27.899999999999977,37.69999999999999
6083,L53263,L,1389.0,50.0,214.0,0,27.899999999999977,37.69999999999999
6084,M20944,M,1505.0,36.2,0.0,0,27.80000000000001,37.60000000000002
6085,L53265,L,1538.0,36.7,3.0,0,27.899999999999977,37.60000000000002
6086,L53266,L,1482.0,37.0,5.0,0,27.899999999999977,37.80000000000001
6087,M20947,M,1599.0,33.0,7.0,0,27.899999999999977,37.80000000000001
6088,L53268,L,1476.0,39.0,10.0,0,27.899999999999977,37.80000000000001
6089,L53269,L,1509.0,37.5,12.0,0,27.899999999999977,37.69999999999999
6090,L53270,L,1708.0,29.1,14.0,0,27.899999999999977,37.80000000000001
6091,L53271,L,1412.0,57.5,16.0,0,27.899999999999977,37.69999999999999
6092,L53272,L,1658.0,28.5,,0,27.899999999999977,37.69999999999999
6093,L53273,L,1375.0,57.2,20.0,0,28.0,37.80000000000001
6094,M20954,M,1402.0,48.1,22.0,0,27.899999999999977,37.80000000000001
6095,M20955,M,1452.0,47.3,25.0,0,27.899999999999977,37.69999999999999
6096,M20956,M,,40.8,28.0,0,27.80000000000001,37.69999999999999
6097,H35511,H,1477.0,38.4,,0,27.899999999999977,37.80000000000001
6098,M20958,M,1924.0,22.4,36.0,0,27.80000000000001,37.69999999999999
6099,H35513,H,1609.0,28.7,39.0,0,27.899999999999977,37.69999999999999
6100,M20960,M,1886.0,21.1,44.0,0,27.80000000000001,37.69999999999999
6101,L53281,L,1616.0,29.6,47.0,0,27.69999999999999,37.60000000000002
6102,L53282,L,1442.0,43.2,49.0,0,27.69999999999999,37.69999999999999
6103,L53283,L,1407.0,45.1,51.0,0,27.80000000000001,37.80000000000001
6104,M20964,M,1461.0,41.3,53.0,0,27.80000000000001,37.80000000000001
6105,M20965,M,1522.0,46.2,56.0,0,27.80000000000001,37.89999999999998
6106,L53286,L,1432.0,48.1,59.0,0,27.899999999999977,38.0
6107,L53287,L,1438.0,49.0,61.0,0,27.899999999999977,38.0
6108,M20968,M,1678.0,28.1,63.0,0,27.80000000000001,37.89999999999998
6109,M20969,M,1514.0,38.7,66.0,0,27.80000000000001,37.89999999999998
6110,L53290,L,1534.0,41.3,69.0,0,27.69999999999999,37.80000000000001
6111,M20971,M,1486.0,41.2,71.0,0,27.69999999999999,37.80000000000001
6112,L53292,L,1925.0,22.0,74.0,0,27.69999999999999,37.80000000000001
6113,M20973,M,1724.0,30.0,,0,27.69999999999999,37.80000000000001
6114,M20974,M,1549.0,35.5,79.0,0,27.80000000000001,37.80000000000001
6115,L53295,L,1457.0,47.7,82.0,0,27.80000000000001,37.89999999999998
6116,L53296,L,1453.0,43.9,84.0,0,27.80000000000001,37.89999999999998
6117,L53297,L,,44.4,,0,27.80000000000001,38.0
6118,M20978,M,1325.0,61.4,88.0,0,27.899999999999977,38.10000000000002
6119,L53299,L,1471.0,39.3,91.0,0,27.899999999999977,38.10000000000002
6120,M20980,M,1472.0,40.0,93.0,0,27.899999999999977,38.19999999999999
6121,L53301,L,1457.0,37.4,96.0,0,27.899999999999977,38.10000000000002
6122,,L,1402.0,55.3,98.0,0,28.0,38.0
6123,L53303,L,1477.0,41.5,100.0,0,27.899999999999977,
6124,M20984,M,1727.0,30.1,102.0,0,27.899999999999977,37.89999999999998
6125,L53305,L,1995.0,20.2,105.0,0,27.899999999999977,37.89999999999998
6126,L53306,L,1370.0,52.5,107.0,0,27.899999999999977,37.89999999999998
6127,L53307,L,1228.0,66.4,109.0,0,27.899999999999977,37.89999999999998
6128,L53308,L,1499.0,38.0,111.0,0,27.899999999999977,38.0
6129,M20989,M,1508.0,46.9,113.0,0,28.0,38.0
6130,L53310,L,1473.0,44.2,116.0,0,28.0,37.89999999999998
6131,H35545,H,1640.0,37.6,118.0,0,28.0,38.0
6132,L53312,L,1429.0,42.5,123.0,0,28.100000000000023,38.10000000000002
6133,L53313,L,1470.0,40.9,125.0,0,28.100000000000023,38.10000000000002
6134,L53314,L,1581.0,37.0,127.0,0,28.0,38.0
6135,L53315,L,1740.0,28.9,129.0,0,28.0,37.89999999999998
6136,H35550,H,1390.0,40.6,131.0,0,27.899999999999977,37.80000000000001
6137,M20997,M,1988.0,19.7,136.0,0,27.899999999999977,37.80000000000001
6138,M20998,M,1452.0,43.0,,0,27.80000000000001,37.69999999999999
6139,,L,1586.0,33.4,142.0,0,27.80000000000001,37.69999999999999
6140,L53320,L,1589.0,34.3,144.0,0,27.80000000000001,37.69999999999999
6141,L53321,L,1486.0,45.7,146.0,0,27.80000000000001,37.80000000000001
6142,L53322,L,1755.0,27.9,148.0,0,27.899999999999977,37.89999999999998
6143,M21003,M,1575.0,34.6,150.0,0,28.0,37.89999999999998
6144,M21004,M,1615.0,37.7,153.0,0,28.100000000000023,38.10000000000002
6145,M21005,M,1436.0,41.8,156.0,0,28.100000000000023,38.10000000000002
6146,M21006,M,1470.0,40.6,159.0,0,28.100000000000023,38.10000000000002
6147,M21007,M,2089.0,19.8,162.0,0,28.100000000000023,38.10000000000002
6148,L53328,L,,37.0,,0,28.100000000000023,38.19999999999999
6149,M21009,M,1420.0,47.4,167.0,0,28.0,38.10000000000002
6150,L53330,L,1711.0,29.1,170.0,0,28.100000000000023,38.10000000000002
6151,L53331,L,,35.3,172.0,0,28.100000000000023,38.19999999999999
6152,M21012,M,1592.0,35.7,174.0,0,28.100000000000023,38.10000000000002
6153,L53333,L,1236.0,64.4,177.0,1,28.0,38.10000000000002
6154,M21014,M,1765.0,24.2,179.0,0,28.0,37.89999999999998
6155,L53335,L,1634.0,31.2,182.0,0,28.0,
6156,L53336,L,1508.0,41.5,184.0,0,28.100000000000023,38.10000000000002
6157,L53337,L,1774.0,29.6,186.0,0,28.100000000000023,38.19999999999999
6158,L53338,L,1677.0,29.1,188.0,0,28.100000000000023,38.0
6159,L53339,L,1399.0,58.0,190.0,1,28.0,38.0
6160,L53340,L,1570.0,34.0,192.0,0,28.0,37.89999999999998
6161,L53341,L,1479.0,44.3,194.0,0,28.0,37.89999999999998
6162,L53342,L,1558.0,34.9,196.0,0,28.0,37.80000000000001
6163,L53343,L,1358.0,48.1,198.0,0,27.80000000000001,37.69999999999999
6164,H35578,H,1656.0,30.7,200.0,0,27.899999999999977,37.69999999999999
6165,L53345,L,1523.0,35.8,,0,27.899999999999977,37.69999999999999
6166,H35580,H,1403.0,40.6,207.0,0,27.899999999999977,37.69999999999999
6167,M21027,M,1362.0,51.6,212.0,0,27.899999999999977,37.69999999999999
6168,M21028,M,1778.0,27.1,215.0,0,27.69999999999999,37.60000000000002
6169,L53349,L,1448.0,38.2,218.0,0,27.69999999999999,37.5
6170,H35584,H,1559.0,40.1,220.0,0,27.80000000000001,37.5
6171,L53351,L,1416.0,42.2,225.0,0,27.80000000000001,37.60000000000002
6172,L53352,L,1577.0,37.9,227.0,1,27.80000000000001,37.60000000000002
6173,L53353,L,1633.0,27.8,0.0,0,27.80000000000001,37.69999999999999
6174,L53354,L,1573.0,31.2,2.0,0,27.899999999999977,37.69999999999999
6175,L53355,L,1517.0,44.3,4.0,0,27.899999999999977,37.80000000000001
6176,L53356,L,1515.0,37.3,6.0,0,28.0,37.89999999999998
6177,L53357,L,1527.0,45.3,8.0,0,28.0,37.80000000000001
6178,L53358,L,1282.0,67.9,10.0,1,28.100000000000023,37.89999999999998
6179,M21039,M,1396.0,45.1,12.0,0,28.100000000000023,37.89999999999998
6180,L53360,L,1492.0,44.6,15.0,0,28.0,37.89999999999998
6181,L53361,L,1975.0,19.7,17.0,0,28.0,37.80000000000001
6182,L53362,L,1475.0,35.3,19.0,0,28.0,37.80000000000001
6183,H35597,H,1495.0,37.3,21.0,0,28.0,37.89999999999998
6184,L53364,L,1553.0,35.8,26.0,0,28.0,38.0
6185,L53365,L,1918.0,21.7,28.0,0,28.100000000000023,38.0
6186,M21046,M,1413.0,46.6,30.0,0,28.100000000000023,38.0
6187,L53367,L,1437.0,56.0,33.0,0,28.0,38.0
6188,L53368,L,1450.0,45.9,35.0,0,28.0,
6189,M21049,M,1910.0,21.9,37.0,0,28.0,37.89999999999998
6190,L53370,L,1749.0,26.4,40.0,0,27.899999999999977,37.89999999999998
6191,H35605,H,1916.0,22.0,42.0,0,28.0,37.89999999999998
6192,L53372,L,1428.0,45.3,47.0,0,28.0,37.89999999999998
6193,L53373,L,1578.0,38.4,49.0,0,28.0,37.89999999999998
6194,L53374,L,1571.0,39.9,51.0,0,27.899999999999977,37.80000000000001
6195,L53375,L,1729.0,30.2,53.0,0,27.899999999999977,37.80000000000001
6196,L53376,L,1701.0,30.4,55.0,0,27.899999999999977,37.80000000000001
6197,L53377,L,1493.0,45.8,57.0,0,27.899999999999977,37.80000000000001
6198,M21058,M,1554.0,32.7,59.0,0,28.0,37.89999999999998
6199,L53379,L,1497.0,43.2,62.0,0,27.899999999999977,37.89999999999998
6200,L53380,L,1679.0,29.8,64.0,0,28.0,37.89999999999998
6201,M21061,M,1510.0,44.5,66.0,0,28.0,
6202,L53382,L,1296.0,54.9,69.0,0,28.0,37.89999999999998
6203,L53383,L,1404.0,41.8,,0,28.0,37.89999999999998
6204,,M,1519.0,34.9,73.0,0,27.899999999999977,37.80000000000001
6205,M21065,M,1696.0,27.3,76.0,0,27.899999999999977,37.69999999999999
6206,M21066,M,1669.0,28.4,79.0,0,27.80000000000001,37.60000000000002
6207,L53387,L,1447.0,40.7,82.0,0,27.69999999999999,37.60000000000002
6208,M21068,M,1418.0,46.3,84.0,0,27.69999999999999,37.60000000000002
6209,L53389,L,1407.0,40.5,87.0,0,27.69999999999999,37.60000000000002
6210,L53390,L,1434.0,44.5,89.0,0,27.80000000000001,37.5
6211,L53391,L,,48.8,91.0,0,27.80000000000001,37.60000000000002
6212,L53392,L,1402.0,53.7,93.0,0,27.80000000000001,37.60000000000002
6213,L53393,L,1552.0,34.9,95.0,0,27.899999999999977,37.60000000000002
6214,L53394,L,1392.0,44.2,97.0,0,27.899999999999977,37.69999999999999
6215,L53395,L,1521.0,41.0,99.0,0,28.100000000000023,37.80000000000001
6216,L53396,L,1724.0,27.5,,0,28.100000000000023,37.80000000000001
6217,M21077,M,1455.0,46.1,103.0,0,28.0,37.69999999999999
6218,H35632,H,1366.0,50.6,106.0,0,28.0,37.60000000000002
6219,H35633,H,1407.0,43.9,111.0,0,28.100000000000023,37.60000000000002
6220,L53400,L,1470.0,49.3,116.0,0,28.100000000000023,37.80000000000001
6221,M21081,M,1359.0,50.8,118.0,0,28.19999999999999,37.89999999999998
6222,H35636,H,1792.0,25.8,121.0,0,28.100000000000023,37.80000000000001
6223,M21083,M,1552.0,37.9,,0,28.100000000000023,37.89999999999998
6224,L53404,L,1612.0,32.9,129.0,0,28.19999999999999,38.0
6225,M21085,M,1424.0,41.4,131.0,0,28.19999999999999,38.0
6226,H35640,H,1341.0,59.3,134.0,0,28.30000000000001,38.0
6227,L53407,L,1479.0,38.2,139.0,0,28.19999999999999,
6228,L53408,L,1413.0,50.1,141.0,0,28.19999999999999,37.89999999999998
6229,L53409,L,2165.0,17.4,143.0,0,28.30000000000001,37.89999999999998
6230,M21090,M,1641.0,33.0,145.0,0,28.30000000000001,38.0
6231,M21091,M,1495.0,40.8,148.0,0,28.30000000000001,38.0
6232,L53412,L,1576.0,30.4,151.0,0,28.30000000000001,38.0
6233,L53413,L,1467.0,37.1,153.0,0,28.19999999999999,37.89999999999998
6234,L53414,L,1479.0,41.2,155.0,0,28.19999999999999,37.80000000000001
6235,L53415,L,1596.0,33.9,157.0,0,28.30000000000001,37.89999999999998
6236,M21096,M,1512.0,36.9,159.0,0,28.30000000000001,37.89999999999998
6237,L53417,L,1414.0,38.8,162.0,0,28.399999999999977,37.89999999999998
6238,L53418,L,1390.0,57.4,164.0,0,28.30000000000001,37.80000000000001
6239,L53419,L,1644.0,31.6,166.0,0,28.19999999999999,37.69999999999999
6240,M21100,M,1394.0,42.8,168.0,0,28.19999999999999,37.69999999999999
6241,L53421,L,1324.0,52.4,171.0,0,28.100000000000023,37.5
6242,,L,1476.0,43.6,173.0,0,28.0,37.39999999999998
6243,L53423,L,2204.0,16.6,175.0,0,28.0,37.39999999999998
6244,M21104,M,1665.0,30.9,,0,28.0,37.39999999999998
6245,L53425,L,1445.0,41.7,180.0,0,27.899999999999977,37.39999999999998
6246,H35660,H,1457.0,46.8,182.0,0,27.80000000000001,37.30000000000001
6247,L53427,L,1492.0,46.3,187.0,0,27.80000000000001,37.19999999999999
6248,L53428,L,1405.0,61.2,189.0,1,27.80000000000001,
6249,L53429,L,1542.0,35.5,191.0,0,27.69999999999999,37.10000000000002
6250,L53430,L,1520.0,37.7,193.0,0,27.80000000000001,37.19999999999999
6251,M21111,M,1598.0,36.5,195.0,0,27.80000000000001,37.19999999999999
6252,L53432,L,1538.0,36.1,198.0,0,27.80000000000001,37.30000000000001
6253,L53433,L,,30.9,,0,27.899999999999977,37.39999999999998
6254,L53434,L,1408.0,47.0,202.0,0,28.0,37.5
6255,L53435,L,1379.0,57.3,204.0,1,28.0,37.5
6256,L53436,L,1493.0,37.8,206.0,1,28.0,37.60000000000002
6257,L53437,L,,49.1,,0,28.100000000000023,37.69999999999999
6258,M21118,M,1583.0,40.7,2.0,0,28.100000000000023,37.69999999999999
6259,M21119,M,1396.0,47.4,,0,28.19999999999999,37.80000000000001
6260,L53440,L,1436.0,45.3,8.0,0,28.100000000000023,37.69999999999999
6261,L53441,L,1417.0,47.6,10.0,0,28.100000000000023,37.60000000000002
6262,L53442,L,1641.0,33.4,12.0,0,28.0,37.60000000000002
6263,M21123,M,1698.0,27.3,14.0,0,28.0,
6264,L53444,L,1541.0,39.1,17.0,0,27.899999999999977,37.39999999999998
6265,L53445,L,1383.0,46.6,19.0,0,27.80000000000001,
6266,L53446,L,1368.0,46.8,21.0,0,27.80000000000001,37.39999999999998
6267,L53447,L,1570.0,35.2,23.0,0,27.80000000000001,37.39999999999998
6268,L53448,L,1616.0,33.5,,0,27.899999999999977,37.5
6269,M21129,M,1444.0,43.2,27.0,0,27.899999999999977,37.5
6270,L53450,L,2021.0,18.8,30.0,0,27.899999999999977,37.39999999999998
6271,M21131,M,1702.0,29.3,32.0,0,27.899999999999977,37.5
6272,M21132,M,1429.0,52.7,35.0,0,28.100000000000023,37.60000000000002
6273,L53453,L,1711.0,28.9,38.0,0,28.19999999999999,37.80000000000001
6274,M21134,M,1543.0,32.9,40.0,0,28.19999999999999,37.69999999999999
6275,L53455,L,1628.0,32.2,43.0,0,28.30000000000001,37.80000000000001
6276,L53456,L,1233.0,64.6,45.0,0,28.19999999999999,37.80000000000001
6277,L53457,L,1461.0,40.6,47.0,0,28.19999999999999,37.80000000000001
6278,L53458,L,1568.0,38.3,49.0,0,28.19999999999999,37.69999999999999
6279,L53459,L,1432.0,54.4,51.0,0,28.30000000000001,37.80000000000001
6280,,M,1527.0,41.1,53.0,0,28.19999999999999,37.69999999999999
6281,M21141,M,1455.0,41.2,56.0,0,28.30000000000001,37.80000000000001
6282,M21142,M,1418.0,45.4,,0,28.30000000000001,37.80000000000001
6283,L53463,L,1719.0,29.5,62.0,0,28.30000000000001,37.80000000000001
6284,M21144,M,1734.0,31.3,64.0,0,28.19999999999999,37.80000000000001
6285,M21145,M,1426.0,46.1,67.0,0,28.19999999999999,37.69999999999999
6286,L53466,L,1611.0,35.2,70.0,0,28.100000000000023,37.60000000000002
6287,M21147,M,1479.0,41.1,72.0,0,28.100000000000023,37.60000000000002
6288,L53468,L,1317.0,50.9,75.0,0,28.0,37.5
6289,L53469,L,1248.0,61.4,77.0,0,28.0,37.5
6290,L53470,L,1932.0,21.7,79.0,0,28.0,37.5
6291,M21151,M,,35.8,81.0,0,28.100000000000023,37.5
6292,L53472,L,1614.0,31.6,84.0,0,28.0,37.39999999999998
6293,H35707,H,1512.0,44.9,86.0,0,28.0,37.39999999999998
6294,L53474,L,1529.0,38.7,91.0,0,28.100000000000023,37.5
6295,H35709,H,1782.0,24.9,93.0,0,28.100000000000023,37.60000000000002
6296,L53476,L,1429.0,39.4,98.0,0,28.0,37.5
6297,M21157,M,1309.0,60.7,100.0,0,28.100000000000023,37.5
6298,L53478,L,1428.0,44.1,103.0,0,28.100000000000023,37.5
6299,L53479,L,1385.0,49.2,105.0,0,28.19999999999999,37.60000000000002
6300,L53480,L,1517.0,39.4,107.0,0,28.19999999999999,37.69999999999999
6301,M21161,M,1576.0,39.6,109.0,0,28.19999999999999,37.60000000000002
6302,L53482,L,1437.0,51.2,112.0,0,28.19999999999999,37.60000000000002
6303,H35717,H,1457.0,50.5,114.0,0,28.19999999999999,37.60000000000002
6304,L53484,L,1532.0,37.5,119.0,0,28.100000000000023,37.5
6305,M21165,M,1603.0,32.6,,0,28.100000000000023,37.5
6306,L53486,L,1563.0,34.4,124.0,0,28.0,37.39999999999998
6307,L53487,L,1617.0,34.5,126.0,0,28.0,37.30000000000001
